order_number,order_date,product_code,product_line,quantity_ordered,price_each,sales,country,year,month,quarter,product_id
10182,2003-11-12,S24_1046,Classic Cars,47,74.22,3488.34,USA,2003,11,4,55
10192,2003-11-20,S24_1046,Classic Cars,37,69.82,2583.34,USA,2003,11,4,55
10204,2003-12-02,S24_1046,Classic Cars,20,62.47,1249.4,USA,2003,12,4,55
10212,2004-01-16,S24_1046,Classic Cars,41,82.31,3374.71,Spain,2004,1,1,55
10226,2004-02-26,S24_1046,Classic Cars,21,60.26,1265.46,USA,2004,2,1,55
10241,2004-04-13,S24_1046,Classic Cars,22,76.43,1681.46,France,2004,4,2,55
10267,2004-07-07,S24_1046,Classic Cars,40,80.1,3204.0,USA,2004,7,3,55
10279,2004-08-09,S24_1046,Classic Cars,32,74.96,2398.72,Spain,2004,8,3,55
10288,2004-09-01,S24_1046,Classic Cars,36,66.14,2381.04,Singapore,2004,9,3,55
10301,2003-10-05,S24_1046,Classic Cars,27,72.02,1944.54,Norway,2003,10,4,55
10311,2004-10-16,S24_1046,Classic Cars,26,87.45,2273.7,Spain,2004,10,4,55
10321,2004-11-04,S24_1046,Classic Cars,30,70.55,2116.5,USA,2004,11,4,55
10332,2004-11-17,S24_1046,Classic Cars,23,56.84,1307.32,UK,2004,11,4,55
10344,2004-11-25,S24_1046,Classic Cars,29,59.53,1726.37,France,2004,11,4,55
10367,2005-01-12,S24_1046,Classic Cars,21,60.37,1267.77,USA,2005,1,1,55
10380,2005-02-16,S24_1046,Classic Cars,34,100.0,3441.82,Spain,2005,2,1,55
10407,2005-04-22,S24_1046,Classic Cars,26,76.43,1987.18,USA,2005,4,2,55
10420,2005-05-29,S24_1046,Classic Cars,60,64.67,3880.2,Australia,2005,5,2,55
10104,2003-01-31,S24_1444,Classic Cars,35,55.49,1942.15,Spain,2003,1,1,56
10115,2003-04-04,S24_1444,Classic Cars,47,69.36,3259.92,USA,2003,4,2,56
10127,2003-06-03,S24_1444,Classic Cars,20,60.69,1213.8,USA,2003,6,2,56
10141,2003-08-01,S24_1444,Classic Cars,20,54.33,1086.6,Finland,2003,8,3,56
10152,2003-09-25,S24_1444,Classic Cars,25,65.31,1632.75,Australia,2003,9,3,56
10165,2003-10-22,S24_1444,Classic Cars,25,69.36,1734.0,Singapore,2003,10,4,56
10176,2003-11-06,S24_1444,Classic Cars,27,68.78,1857.06,Italy,2003,11,4,56
10184,2003-11-14,S24_1444,Classic Cars,31,60.11,1863.41,Spain,2003,11,4,56
10195,2003-11-25,S24_1444,Classic Cars,44,66.47,2924.68,USA,2003,11,4,56
10207,2003-12-09,S24_1444,Classic Cars,49,46.82,2294.18,USA,2003,12,4,56
10220,2004-02-12,S24_1444,Classic Cars,26,56.07,1457.82,Ireland,2004,2,1,56
10230,2004-03-15,S24_1444,Classic Cars,36,54.33,1955.88,Germany,2004,3,1,56
10246,2004-05-05,S24_1444,Classic Cars,44,52.6,2314.4,Spain,2004,5,2,56
10259,2004-06-15,S24_1444,Classic Cars,28,46.82,1310.96,Singapore,2004,6,2,56
10271,2004-07-20,S24_1444,Classic Cars,45,64.74,2913.3,USA,2004,7,3,56
10282,2004-08-20,S24_1444,Classic Cars,29,46.82,1357.78,USA,2004,8,3,56
10292,2004-09-08,S24_1444,Classic Cars,40,53.75,2150.0,USA,2004,9,3,56
10305,2004-10-13,S24_1444,Classic Cars,45,61.85,2783.25,USA,2004,10,4,56
10314,2004-10-22,S24_1444,Classic Cars,44,53.18,2339.92,Denmark,2004,10,4,56
10324,2004-11-05,S24_1444,Classic Cars,25,69.16,1729.0,USA,2004,11,4,56
10336,2004-11-20,S24_1444,Classic Cars,45,100.0,5972.4,France,2004,11,4,56
10349,2004-12-01,S24_1444,Classic Cars,48,47.4,2275.2,USA,2004,12,4,56
10358,2004-12-10,S24_1444,Classic Cars,44,60.76,2673.44,Spain,2004,12,4,56
10371,2005-01-23,S24_1444,Classic Cars,25,97.27,2431.75,USA,2005,1,1,56
10383,2005-02-22,S24_1444,Classic Cars,22,91.76,2018.72,Spain,2005,2,1,56
10394,2005-03-15,S24_1444,Classic Cars,31,50.29,1558.99,Spain,2005,3,1,56
10412,2005-05-03,S24_1444,Classic Cars,21,52.6,1104.6,Spain,2005,5,2,56
10425,2005-05-31,S24_1444,Classic Cars,55,46.82,2575.1,France,2005,5,2,56
10107,2003-02-24,S24_1578,Motorcycles,25,100.0,2845.75,USA,2003,2,1,57
10120,2003-04-29,S24_1578,Motorcycles,35,98.05,3431.75,Australia,2003,4,2,57
10134,2003-07-01,S24_1578,Motorcycles,35,93.54,3273.9,France,2003,7,3,57
10145,2003-08-25,S24_1578,Motorcycles,43,95.8,4119.4,USA,2003,8,3,57
10159,2003-10-10,S24_1578,Motorcycles,44,100.0,5355.68,USA,2003,10,4,57
10168,2003-10-28,S24_1578,Motorcycles,50,100.0,5747.5,USA,2003,10,4,57
10180,2003-11-11,S24_1578,Motorcycles,48,100.0,5355.36,France,2003,11,4,57
10188,2003-11-18,S24_1578,Motorcycles,25,100.0,2535.75,Norway,2003,11,4,57
10201,2003-12-01,S24_1578,Motorcycles,39,100.0,4351.23,USA,2003,12,4,57
10211,2004-01-15,S24_1578,Motorcycles,25,90.16,2254.0,France,2004,1,1,57
10223,2004-02-20,S24_1578,Motorcycles,32,91.29,2921.28,Australia,2004,2,1,57
10237,2004-04-05,S24_1578,Motorcycles,20,100.0,2299.0,USA,2004,4,2,57
10251,2004-05-18,S24_1578,Motorcycles,26,100.0,2637.18,USA,2004,5,2,57
10263,2004-06-28,S24_1578,Motorcycles,42,100.0,4307.52,USA,2004,6,2,57
10275,2004-07-23,S24_1578,Motorcycles,21,100.0,2153.76,France,2004,7,3,57
10285,2004-08-27,S24_1578,Motorcycles,34,100.0,3716.88,USA,2004,8,3,57
10299,2004-09-30,S24_1578,Motorcycles,47,100.0,5455.76,Finland,2004,9,3,57
10309,2004-10-15,S24_1578,Motorcycles,21,100.0,2650.62,Norway,2004,10,4,57
10318,2004-11-02,S24_1578,Motorcycles,48,100.0,6437.28,USA,2004,11,4,57
10329,2004-11-15,S24_1578,Motorcycles,30,87.78,2633.4,USA,2004,11,4,57
10339,2004-11-23,S24_1578,Motorcycles,27,84.39,2278.53,Japan,2004,11,4,57
10362,2005-01-05,S24_1578,Motorcycles,50,96.92,4846.0,USA,2005,1,1,57
10374,2005-02-02,S24_1578,Motorcycles,38,100.0,4197.1,Australia,2005,2,1,57
10389,2005-03-03,S24_1578,Motorcycles,45,100.0,4597.65,Sweden,2005,3,1,57
10403,2005-04-08,S24_1578,Motorcycles,46,100.0,5287.7,UK,2005,4,2,57
10417,2005-05-13,S24_1578,Motorcycles,35,100.0,3550.05,Spain,2005,5,2,57
10110,2003-03-18,S24_1628,Classic Cars,29,59.37,1721.73,UK,2003,3,1,58
10123,2003-05-20,S24_1628,Classic Cars,50,59.87,2993.5,France,2003,5,2,58
10137,2003-07-10,S24_1628,Classic Cars,26,49.81,1295.06,France,2003,7,3,58
10148,2003-09-11,S24_1628,Classic Cars,47,56.85,2671.95,Australia,2003,9,3,58
10161,2003-10-17,S24_1628,Classic Cars,23,53.33,1226.59,Denmark,2003,10,4,58
10172,2003-11-05,S24_1628,Classic Cars,34,42.76,1453.84,USA,2003,11,4,58
10181,2003-11-12,S24_1628,Classic Cars,34,53.83,1830.22,Norway,2003,11,4,58
10192,2003-11-20,S24_1628,Classic Cars,47,53.83,2530.01,USA,2003,11,4,58
10204,2003-12-02,S24_1628,Classic Cars,45,49.81,2241.45,USA,2003,12,4,58
10212,2004-01-16,S24_1628,Classic Cars,45,53.33,2399.85,Spain,2004,1,1,58
10226,2004-02-26,S24_1628,Classic Cars,36,43.27,1557.72,USA,2004,2,1,58
10241,2004-04-13,S24_1628,Classic Cars,21,40.25,845.25,France,2004,4,2,58
10266,2004-07-06,S24_1628,Classic Cars,28,48.3,1352.4,Italy,2004,7,3,58
10278,2004-08-06,S24_1628,Classic Cars,35,45.28,1584.8,USA,2004,8,3,58
10288,2004-09-01,S24_1628,Classic Cars,50,52.32,2616.0,Singapore,2004,9,3,58
10301,2003-10-05,S24_1628,Classic Cars,22,51.32,1129.04,Norway,2003,10,4,58
10311,2004-10-16,S24_1628,Classic Cars,45,49.3,2218.5,Spain,2004,10,4,58
10321,2004-11-04,S24_1628,Classic Cars,48,42.26,2028.48,USA,2004,11,4,58
10332,2004-11-17,S24_1628,Classic Cars,20,87.96,1759.2,UK,2004,11,4,58
10343,2004-11-24,S24_1628,Classic Cars,27,36.21,977.67,France,2004,11,4,58
10367,2005-01-12,S24_1628,Classic Cars,38,38.5,1463.0,USA,2005,1,1,58
10379,2005-02-10,S24_1628,Classic Cars,32,100.0,3970.56,Spain,2005,2,1,58
10407,2005-04-22,S24_1628,Classic Cars,64,40.25,2576.0,USA,2005,4,2,58
10420,2005-05-29,S24_1628,Classic Cars,37,60.37,2233.69,Australia,2005,5,2,58
10106,2003-02-17,S24_1785,Planes,28,88.63,2481.64,Italy,2003,2,1,59
10120,2003-04-29,S24_1785,Planes,39,100.0,4651.53,Australia,2003,4,2,59
10133,2003-06-27,S24_1785,Planes,41,94.1,3858.1,Spain,2003,6,2,59
10145,2003-08-25,S24_1785,Planes,40,87.54,3501.6,USA,2003,8,3,59
10168,2003-10-28,S24_1785,Planes,49,100.0,6433.7,USA,2003,10,4,59
10210,2004-01-12,S24_1785,Planes,27,98.48,2658.96,Japan,2004,1,1,59
10223,2004-02-20,S24_1785,Planes,34,100.0,3608.76,Australia,2004,2,1,59
10235,2004-04-02,S24_1785,Planes,23,96.29,2214.67,Canada,2004,4,2,59
10250,2004-05-11,S24_1785,Planes,31,88.63,2747.53,USA,2004,5,2,59
10262,2004-06-24,S24_1785,Planes,34,97.38,3310.92,Spain,2004,6,2,59
10275,2004-07-23,S24_1785,Planes,25,95.2,2380.0,France,2004,7,3,59
10284,2004-08-21,S24_1785,Planes,22,100.0,2310.88,Norway,2004,8,3,59
10297,2004-09-16,S24_1785,Planes,32,100.0,4061.76,Ireland,2004,9,3,59
10308,2004-10-15,S24_1785,Planes,31,100.0,3493.7,USA,2004,10,4,59
10316,2004-11-01,S24_1785,Planes,25,100.0,2872.25,UK,2004,11,4,59
10328,2004-11-12,S24_1785,Planes,47,87.54,4114.38,Italy,2004,11,4,59
10339,2004-11-23,S24_1785,Planes,21,50.65,1063.65,Japan,2004,11,4,59
10353,2004-12-04,S24_1785,Planes,28,71.73,2008.44,USA,2004,12,4,59
10374,2005-02-02,S24_1785,Planes,46,94.1,4328.6,Australia,2005,2,1,59
10386,2005-03-01,S24_1785,Planes,33,41.71,1376.43,Spain,2005,3,1,59
10398,2005-03-30,S24_1785,Planes,43,100.0,5552.16,France,2005,3,1,59
10401,2005-04-03,S24_1785,Planes,38,96.29,3659.02,USA,2005,4,2,59
10416,2005-05-10,S24_1785,Planes,47,88.63,4165.61,Italy,2005,5,2,59
10101,2003-01-09,S24_1937,Vintage Cars,45,31.2,1404.0,Germany,2003,1,1,60
10110,2003-03-18,S24_1937,Vintage Cars,20,35.51,710.2,UK,2003,3,1,60
10124,2003-05-21,S24_1937,Vintage Cars,45,37.84,1702.8,USA,2003,5,2,60
10149,2003-09-12,S24_1937,Vintage Cars,36,33.19,1194.84,USA,2003,9,3,60
10162,2003-10-18,S24_1937,Vintage Cars,37,27.22,1007.14,USA,2003,10,4,60
10173,2003-11-05,S24_1937,Vintage Cars,31,31.53,977.43,Italy,2003,11,4,60
10182,2003-11-12,S24_1937,Vintage Cars,39,36.84,1436.76,USA,2003,11,4,60
10193,2003-11-21,S24_1937,Vintage Cars,26,29.21,759.46,Australia,2003,11,4,60
10205,2003-12-03,S24_1937,Vintage Cars,32,37.17,1189.44,Spain,2003,12,4,60
10214,2004-01-26,S24_1937,Vintage Cars,20,34.19,683.8,Spain,2004,1,1,60
10227,2004-03-02,S24_1937,Vintage Cars,42,29.21,1226.82,France,2004,3,1,60
10243,2004-04-26,S24_1937,Vintage Cars,33,29.54,974.82,USA,2004,4,2,60
10280,2004-08-17,S24_1937,Vintage Cars,20,28.88,577.6,Italy,2004,8,3,60
10288,2004-09-01,S24_1937,Vintage Cars,29,38.17,1106.93,Singapore,2004,9,3,60
10304,2004-10-11,S24_1937,Vintage Cars,23,30.2,694.6,France,2004,10,4,60
10312,2004-10-21,S24_1937,Vintage Cars,39,29.54,1152.06,USA,2004,10,4,60
10322,2004-11-04,S24_1937,Vintage Cars,20,100.0,2624.0,USA,2004,11,4,60
10332,2004-11-17,S24_1937,Vintage Cars,45,81.91,3685.95,UK,2004,11,4,60
10344,2004-11-25,S24_1937,Vintage Cars,20,35.18,703.6,France,2004,11,4,60
10356,2004-12-09,S24_1937,Vintage Cars,48,100.0,9720.0,France,2004,12,4,60
10367,2005-01-12,S24_1937,Vintage Cars,23,36.29,834.67,USA,2005,1,1,60
10380,2005-02-16,S24_1937,Vintage Cars,32,70.56,2257.92,Spain,2005,2,1,60
10391,2005-03-09,S24_1937,Vintage Cars,33,100.0,8344.71,Australia,2005,3,1,60
10409,2005-04-23,S24_1937,Vintage Cars,61,29.54,1801.94,Singapore,2005,4,2,60
10420,2005-05-29,S24_1937,Vintage Cars,45,26.88,1209.6,Australia,2005,5,2,60
10107,2003-02-24,S24_2000,Motorcycles,38,83.03,3155.14,USA,2003,2,1,61
10120,2003-04-29,S24_2000,Motorcycles,34,83.79,2848.86,Australia,2003,4,2,61
10134,2003-07-01,S24_2000,Motorcycles,43,83.03,3570.29,France,2003,7,3,61
10145,2003-08-25,S24_2000,Motorcycles,47,83.03,3902.41,USA,2003,8,3,61
10158,2003-10-10,S24_2000,Motorcycles,22,67.03,1474.66,Norway,2003,10,4,61
10168,2003-10-28,S24_2000,Motorcycles,29,75.41,2186.89,USA,2003,10,4,61
10180,2003-11-11,S24_2000,Motorcycles,28,68.55,1919.4,France,2003,11,4,61
10188,2003-11-18,S24_2000,Motorcycles,40,91.4,3656.0,Norway,2003,11,4,61
10201,2003-12-01,S24_2000,Motorcycles,25,73.88,1847.0,USA,2003,12,4,61
10210,2004-01-12,S24_2000,Motorcycles,30,61.7,1851.0,Japan,2004,1,1,61
10223,2004-02-20,S24_2000,Motorcycles,38,69.31,2633.78,Australia,2004,2,1,61
10236,2004-04-03,S24_2000,Motorcycles,36,87.6,3153.6,USA,2004,4,2,61
10250,2004-05-11,S24_2000,Motorcycles,32,87.6,2803.2,USA,2004,5,2,61
10263,2004-06-28,S24_2000,Motorcycles,37,62.46,2311.02,USA,2004,6,2,61
10275,2004-07-23,S24_2000,Motorcycles,30,79.98,2399.4,France,2004,7,3,61
10285,2004-08-27,S24_2000,Motorcycles,39,70.08,2733.12,USA,2004,8,3,61
10297,2004-09-16,S24_2000,Motorcycles,32,65.51,2096.32,Ireland,2004,9,3,61
10308,2004-10-15,S24_2000,Motorcycles,47,63.22,2971.34,USA,2004,10,4,61
10318,2004-11-02,S24_2000,Motorcycles,26,86.83,2257.58,USA,2004,11,4,61
10329,2004-11-15,S24_2000,Motorcycles,37,94.43,3493.91,USA,2004,11,4,61
10340,2004-11-24,S24_2000,Motorcycles,55,79.98,4398.9,Spain,2004,11,4,61
10363,2005-01-06,S24_2000,Motorcycles,21,100.0,3595.62,Finland,2005,1,1,61
10375,2005-02-03,S24_2000,Motorcycles,23,100.0,2443.29,France,2005,2,1,61
10389,2005-03-03,S24_2000,Motorcycles,49,81.4,3988.6,Sweden,2005,3,1,61
10402,2005-04-07,S24_2000,Motorcycles,59,87.6,5168.4,France,2005,4,2,61
10416,2005-05-10,S24_2000,Motorcycles,32,87.6,2803.2,Italy,2005,5,2,61
10105,2003-02-11,S24_2011,Ships,43,100.0,6341.21,Denmark,2003,2,1,62
10117,2003-04-16,S24_2011,Ships,41,100.0,5189.78,Singapore,2003,4,2,62
10129,2003-06-12,S24_2011,Ships,45,100.0,6027.75,UK,2003,6,2,62
10142,2003-08-08,S24_2011,Ships,33,100.0,3366.0,USA,2003,8,3,62
10153,2003-09-28,S24_2011,Ships,40,100.0,5456.4,Spain,2003,9,3,62
10167,2003-10-23,S24_2011,Ships,33,100.0,3812.16,Sweden,2003,10,4,62
10177,2003-11-07,S24_2011,Ships,50,100.0,6083.0,Spain,2003,11,4,62
10185,2003-11-14,S24_2011,Ships,30,100.0,3170.7,USA,2003,11,4,62
10197,2003-11-26,S24_2011,Ships,41,100.0,4534.6,Spain,2003,11,4,62
10208,2004-01-02,S24_2011,Ships,35,100.0,4301.15,France,2004,1,1,62
10221,2004-02-18,S24_2011,Ships,49,100.0,6804.63,Belgium,2004,2,1,62
10232,2004-03-20,S24_2011,Ships,46,100.0,5652.94,UK,2004,3,1,62
10248,2004-05-07,S24_2011,Ships,48,100.0,6960.48,USA,2004,5,2,62
10261,2004-06-17,S24_2011,Ships,36,100.0,4512.6,Canada,2004,6,2,62
10273,2004-07-21,S24_2011,Ships,22,100.0,2784.76,Belgium,2004,7,3,62
10283,2004-08-20,S24_2011,Ships,42,100.0,5316.36,Canada,2004,8,3,62
10293,2004-09-09,S24_2011,Ships,21,100.0,2941.89,Italy,2004,9,3,62
10306,2004-10-14,S24_2011,Ships,29,100.0,3207.4,UK,2004,10,4,62
10315,2004-10-29,S24_2011,Ships,35,100.0,4215.05,France,2004,10,4,62
10326,2004-11-09,S24_2011,Ships,41,100.0,4333.29,Sweden,2004,11,4,62
10337,2004-11-21,S24_2011,Ships,29,71.97,2087.13,USA,2004,11,4,62
10350,2004-12-02,S24_2011,Ships,34,50.33,1711.22,Spain,2004,12,4,62
10372,2005-01-26,S24_2011,Ships,37,100.0,3910.53,Japan,2005,1,1,62
10384,2005-02-23,S24_2011,Ships,28,80.54,2255.12,USA,2005,2,1,62
10396,2005-03-23,S24_2011,Ships,49,100.0,5720.75,USA,2005,3,1,62
10414,2005-05-06,S24_2011,Ships,23,100.0,3335.23,USA,2005,5,2,62
10101,2003-01-09,S24_2022,Vintage Cars,46,53.76,2472.96,Germany,2003,1,1,63
10110,2003-03-18,S24_2022,Vintage Cars,39,44.35,1729.65,UK,2003,3,1,63
10124,2003-05-21,S24_2022,Vintage Cars,22,45.25,995.5,USA,2003,5,2,63
10149,2003-09-12,S24_2022,Vintage Cars,49,49.28,2414.72,USA,2003,9,3,63
10162,2003-10-18,S24_2022,Vintage Cars,43,36.29,1560.47,USA,2003,10,4,63
10173,2003-11-05,S24_2022,Vintage Cars,27,41.22,1112.94,Italy,2003,11,4,63
10182,2003-11-12,S24_2022,Vintage Cars,31,36.74,1138.94,USA,2003,11,4,63
10193,2003-11-21,S24_2022,Vintage Cars,20,50.62,1012.4,Australia,2003,11,4,63
10205,2003-12-03,S24_2022,Vintage Cars,24,38.08,913.92,Spain,2003,12,4,63
10214,2004-01-26,S24_2022,Vintage Cars,49,47.94,2349.06,Spain,2004,1,1,63
10227,2004-03-02,S24_2022,Vintage Cars,24,48.38,1161.12,France,2004,3,1,63
10244,2004-04-29,S24_2022,Vintage Cars,39,45.25,1764.75,Spain,2004,4,2,63
10255,2004-06-04,S24_2022,Vintage Cars,37,45.7,1690.9,France,2004,6,2,63
10280,2004-08-17,S24_2022,Vintage Cars,45,47.49,2137.05,Italy,2004,8,3,63
10289,2004-09-03,S24_2022,Vintage Cars,45,48.38,2177.1,Norway,2004,9,3,63
10304,2004-10-11,S24_2022,Vintage Cars,44,39.42,1734.48,France,2004,10,4,63
10312,2004-10-21,S24_2022,Vintage Cars,23,37.63,865.49,USA,2004,10,4,63
10322,2004-11-04,S24_2022,Vintage Cars,30,100.0,3500.1,USA,2004,11,4,63
10332,2004-11-17,S24_2022,Vintage Cars,26,85.52,2223.52,UK,2004,11,4,63
10345,2004-11-25,S24_2022,Vintage Cars,43,53.76,2311.68,France,2004,11,4,63
10356,2004-12-09,S24_2022,Vintage Cars,26,31.86,828.36,France,2004,12,4,63
10367,2005-01-12,S24_2022,Vintage Cars,28,30.59,856.52,USA,2005,1,1,63
10380,2005-02-16,S24_2022,Vintage Cars,27,68.35,1845.45,Spain,2005,2,1,63
10391,2005-03-09,S24_2022,Vintage Cars,24,100.0,4042.08,Australia,2005,3,1,63
10421,2005-05-29,S24_2022,Vintage Cars,40,45.7,1828.0,USA,2005,5,2,63
10103,2003-01-29,S24_2300,Trucks and Buses,36,100.0,3680.28,Norway,2003,1,1,64
10114,2003-04-01,S24_2300,Trucks and Buses,21,100.0,2925.09,France,2003,4,2,64
10126,2003-05-28,S24_2300,Trucks and Buses,27,100.0,3415.77,Spain,2003,5,2,64
10140,2003-07-24,S24_2300,Trucks and Buses,47,100.0,5105.14,USA,2003,7,3,64
10151,2003-09-21,S24_2300,Trucks and Buses,42,100.0,5098.8,Finland,2003,9,3,64
10165,2003-10-22,S24_2300,Trucks and Buses,32,100.0,4661.76,Singapore,2003,10,4,64
10175,2003-11-06,S24_2300,Trucks and Buses,28,100.0,2969.96,UK,2003,11,4,64
10184,2003-11-14,S24_2300,Trucks and Buses,24,100.0,3496.32,Spain,2003,11,4,64
10194,2003-11-25,S24_2300,Trucks and Buses,49,100.0,5760.93,France,2003,11,4,64
10207,2003-12-09,S24_2300,Trucks and Buses,46,100.0,6819.04,USA,2003,12,4,64
10217,2004-02-04,S24_2300,Trucks and Buses,28,100.0,3148.88,Singapore,2004,2,1,64
10229,2004-03-11,S24_2300,Trucks and Buses,48,100.0,5704.32,USA,2004,3,1,64
10246,2004-05-05,S24_2300,Trucks and Buses,29,100.0,3520.6,Spain,2004,5,2,64
10259,2004-06-15,S24_2300,Trucks and Buses,47,100.0,5285.62,Singapore,2004,6,2,64
10271,2004-07-20,S24_2300,Trucks and Buses,43,100.0,5605.05,USA,2004,7,3,64
10281,2004-08-19,S24_2300,Trucks and Buses,25,100.0,2779.5,USA,2004,8,3,64
10291,2004-09-08,S24_2300,Trucks and Buses,48,100.0,5398.08,Sweden,2004,9,3,64
10305,2004-10-13,S24_2300,Trucks and Buses,24,100.0,3189.6,USA,2004,10,4,64
10313,2004-10-22,S24_2300,Trucks and Buses,42,100.0,5581.8,Canada,2004,10,4,64
10324,2004-11-05,S24_2300,Trucks and Buses,31,100.0,3820.44,USA,2004,11,4,64
10334,2004-11-19,S24_2300,Trucks and Buses,42,100.0,5528.04,Sweden,2004,11,4,64
10348,2004-11-01,S24_2300,Trucks and Buses,37,100.0,5981.42,Spain,2004,11,4,64
10358,2004-12-10,S24_2300,Trucks and Buses,41,100.0,5684.65,Spain,2004,12,4,64
10371,2005-01-23,S24_2300,Trucks and Buses,20,100.0,3449.4,USA,2005,1,1,64
10382,2005-02-17,S24_2300,Trucks and Buses,20,100.0,2654.4,USA,2005,2,1,64
10412,2005-05-03,S24_2300,Trucks and Buses,70,100.0,8498.0,Spain,2005,5,2,64
10425,2005-05-31,S24_2300,Trucks and Buses,49,100.0,5510.54,France,2005,5,2,64
10108,2003-03-03,S24_2360,Motorcycles,35,58.87,2060.45,Philippines,2003,3,1,65
10121,2003-05-07,S24_2360,Motorcycles,32,76.88,2460.16,France,2003,5,2,65
10135,2003-07-02,S24_2360,Motorcycles,29,61.64,1787.56,USA,2003,7,3,65
10145,2003-08-25,S24_2360,Motorcycles,27,60.95,1645.65,USA,2003,8,3,65
10159,2003-10-10,S24_2360,Motorcycles,27,80.34,2169.18,USA,2003,10,4,65
10169,2003-11-04,S24_2360,Motorcycles,38,74.11,2816.18,Australia,2003,11,4,65
10180,2003-11-11,S24_2360,Motorcycles,35,72.03,2521.05,France,2003,11,4,65
10190,2003-11-19,S24_2360,Motorcycles,42,76.19,3199.98,Spain,2003,11,4,65
10211,2004-01-15,S24_2360,Motorcycles,21,63.72,1338.12,France,2004,1,1,65
10224,2004-02-21,S24_2360,Motorcycles,37,80.34,2972.58,France,2004,2,1,65
10237,2004-04-05,S24_2360,Motorcycles,26,79.65,2070.9,USA,2004,4,2,65
10252,2004-05-26,S24_2360,Motorcycles,47,65.8,3092.6,France,2004,5,2,65
10264,2004-06-30,S24_2360,Motorcycles,37,65.1,2408.7,USA,2004,6,2,65
10276,2004-08-02,S24_2360,Motorcycles,46,75.49,3472.54,USA,2004,8,3,65
10285,2004-08-27,S24_2360,Motorcycles,38,59.56,2263.28,USA,2004,8,3,65
10299,2004-09-30,S24_2360,Motorcycles,33,66.49,2194.17,Finland,2004,9,3,65
10309,2004-10-15,S24_2360,Motorcycles,24,56.1,1346.4,Norway,2004,10,4,65
10319,2004-11-03,S24_2360,Motorcycles,31,81.73,2533.63,USA,2004,11,4,65
10330,2004-11-16,S24_2360,Motorcycles,42,81.03,3403.26,Philippines,2004,11,4,65
10341,2004-11-24,S24_2360,Motorcycles,32,100.0,3307.2,Austria,2004,11,4,65
10355,2004-12-07,S24_2360,Motorcycles,41,70.65,2896.65,Spain,2004,12,4,65
10363,2005-01-06,S24_2360,Motorcycles,43,61.23,2632.89,Finland,2005,1,1,65
10375,2005-02-03,S24_2360,Motorcycles,20,100.0,2046.0,France,2005,2,1,65
10390,2005-03-04,S24_2360,Motorcycles,35,65.13,2279.55,USA,2005,3,1,65
10403,2005-04-08,S24_2360,Motorcycles,27,79.65,2150.55,UK,2005,4,2,65
10110,2003-03-18,S24_2766,Classic Cars,43,78.15,3360.45,UK,2003,3,1,66
10124,2003-05-21,S24_2766,Classic Cars,32,72.7,2326.4,USA,2003,5,2,66
10148,2003-09-11,S24_2766,Classic Cars,21,73.6,1545.6,Australia,2003,9,3,66
10161,2003-10-17,S24_2766,Classic Cars,20,100.0,2144.6,Denmark,2003,10,4,66
10172,2003-11-05,S24_2766,Classic Cars,22,74.51,1639.22,USA,2003,11,4,66
10182,2003-11-12,S24_2766,Classic Cars,36,73.6,2649.6,USA,2003,11,4,66
10192,2003-11-20,S24_2766,Classic Cars,46,83.6,3845.6,USA,2003,11,4,66
10204,2003-12-02,S24_2766,Classic Cars,47,96.32,4527.04,USA,2003,12,4,66
10212,2004-01-16,S24_2766,Classic Cars,45,88.14,3966.3,Spain,2004,1,1,66
10227,2004-03-02,S24_2766,Classic Cars,47,88.14,4142.58,France,2004,3,1,66
10241,2004-04-13,S24_2766,Classic Cars,47,94.5,4441.5,France,2004,4,2,66
10267,2004-07-07,S24_2766,Classic Cars,38,87.24,3315.12,USA,2004,7,3,66
10279,2004-08-09,S24_2766,Classic Cars,49,79.97,3918.53,Spain,2004,8,3,66
10288,2004-09-01,S24_2766,Classic Cars,35,80.87,2830.45,Singapore,2004,9,3,66
10302,2003-10-06,S24_2766,Classic Cars,49,100.0,5298.86,UK,2003,10,4,66
10311,2004-10-16,S24_2766,Classic Cars,28,93.6,2620.8,Spain,2004,10,4,66
10321,2004-11-04,S24_2766,Classic Cars,30,72.7,2181.0,USA,2004,11,4,66
10332,2004-11-17,S24_2766,Classic Cars,39,86.72,3382.08,UK,2004,11,4,66
10346,2004-11-29,S24_2766,Classic Cars,25,100.0,2876.75,USA,2004,11,4,66
10368,2005-01-19,S24_2766,Classic Cars,40,100.0,4107.2,USA,2005,1,1,66
10380,2005-02-16,S24_2766,Classic Cars,36,37.5,1350.0,Spain,2005,2,1,66
10407,2005-04-22,S24_2766,Classic Cars,76,94.5,7182.0,USA,2005,4,2,66
10420,2005-05-29,S24_2766,Classic Cars,39,100.0,3933.93,Australia,2005,5,2,66
10104,2003-01-31,S24_2840,Classic Cars,44,39.6,1742.4,Spain,2003,1,1,67
10114,2003-04-01,S24_2840,Classic Cars,24,30.06,721.44,France,2003,4,2,67
10127,2003-06-03,S24_2840,Classic Cars,39,38.19,1489.41,USA,2003,6,2,67
10141,2003-08-01,S24_2840,Classic Cars,21,42.43,891.03,Finland,2003,8,3,67
10151,2003-09-21,S24_2840,Classic Cars,30,40.31,1209.3,Finland,2003,9,3,67
10165,2003-10-22,S24_2840,Classic Cars,27,31.82,859.14,Singapore,2003,10,4,67
